rownumber,customerid,surname,creditscore,geography,gender,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,exited,complain,satisfaction_score,card_type,point_earned,payment_proxy,churn,age_group,tenure_group,balance_group,average_revenue_group,annual_value_proxy,monthly_value_proxy,monthly_spend_category,customer_lifetime_value,customer_value_segment,revenue_at_risk,high_risk_customer_flag,active_status,credit_card_status,product_segment
2368,15682600,Lo,620,Germany,Male,39,9,159492.79,1,1,0,80582.34,1,1,1,PLATINUM,637,PLATINUM,1,31-40,9-10 years,Very High,Medium,4031.27,335.94,Very High,36281.43,Platinum,4031.27,1,Inactive,Has Credit Card,1 product(s)
2369,15769312,Forbes,557,Spain,Male,48,10,0.0,2,1,1,185094.48,0,0,5,PLATINUM,933,PLATINUM,0,41-50,9-10 years,Low,Very High,1631.97,136.0,Medium,16319.7,Gold,0.0,0,Active,Has Credit Card,2 product(s)
2370,15708212,Lin,648,Spain,Female,54,7,118241.02,1,1,0,172586.89,1,1,3,DIAMOND,884,DIAMOND,1,51-60,6-8 years,High,Very High,3789.75,315.81,Very High,26528.25,Platinum,3789.75,1,Inactive,Has Credit Card,1 product(s)
2371,15650258,Sinclair,479,France,Female,35,2,113090.4,1,1,0,195649.79,0,0,4,GOLD,889,GOLD,0,31-40,0-2 years,High,Very High,3804.56,317.05,Very High,7609.12,Silver,0.0,0,Inactive,Has Credit Card,1 product(s)
2372,15604345,Kemp,730,France,Female,22,9,65763.57,1,1,1,145792.01,0,0,5,SILVER,447,SILVER,0,18-30,9-10 years,Medium,High,2387.73,198.98,Medium,21489.57,Platinum,0.0,0,Active,Has Credit Card,1 product(s)
2373,15578297,Ebelegbulam,737,Germany,Female,43,1,125537.38,1,1,0,138510.01,1,1,2,GOLD,316,GOLD,1,41-50,0-2 years,High,High,3481.3,290.11,High,3481.3,Bronze,3481.3,1,Inactive,Has Credit Card,1 product(s)
2374,15671789,Woods,616,France,Male,31,3,94263.91,2,1,0,168895.06,0,0,5,SILVER,499,SILVER,0,31-40,3-5 years,Medium,Very High,3219.25,268.27,High,9657.75,Gold,0.0,0,Inactive,Has Credit Card,2 product(s)
2375,15726186,Genovese,639,Spain,Male,29,4,133434.57,2,1,0,97983.44,0,0,3,PLATINUM,293,PLATINUM,0,18-30,3-5 years,Very High,Medium,3545.11,295.43,High,14180.44,Gold,0.0,0,Inactive,Has Credit Card,2 product(s)
2376,15764618,Tseng,815,Spain,Female,39,6,0.0,1,1,1,85167.88,0,0,4,DIAMOND,818,DIAMOND,0,31-40,6-8 years,Low,Medium,954.84,79.57,Low,5729.04,Silver,0.0,0,Active,Has Credit Card,1 product(s)
2377,15730738,Chiang,786,Spain,Male,31,9,0.0,2,1,1,18210.36,0,0,1,SILVER,400,SILVER,0,31-40,9-10 years,Low,Low,531.05,44.25,Low,4779.45,Silver,0.0,0,Active,Has Credit Card,2 product(s)
2378,15637650,Williams,549,France,Male,50,9,94748.76,2,0,1,13608.18,0,0,1,GOLD,291,GOLD,0,41-50,9-10 years,Medium,Low,2348.52,195.71,Medium,21136.68,Platinum,0.0,0,Active,No Credit Card,2 product(s)
2379,15606267,Wilson,622,France,Female,38,4,98640.74,1,1,1,110457.99,0,0,3,SILVER,304,SILVER,0,31-40,3-5 years,High,High,2797.1,233.09,Medium,11188.4,Gold,0.0,0,Active,Has Credit Card,1 product(s)
2380,15625904,Wang,624,France,Male,26,9,74681.9,2,0,0,31231.35,0,0,4,PLATINUM,316,PLATINUM,0,18-30,9-10 years,Medium,Low,2047.79,170.65,Medium,18430.11,Gold,0.0,0,Inactive,No Credit Card,2 product(s)
2381,15654463,Moore,841,France,Male,34,4,0.0,2,1,0,141582.66,0,0,3,DIAMOND,572,DIAMOND,0,31-40,3-5 years,Low,High,1233.91,102.83,Medium,4935.64,Silver,0.0,0,Inactive,Has Credit Card,2 product(s)
2382,15774151,Iadanza,614,Spain,Female,41,7,179915.85,1,0,0,14666.35,1,1,3,GOLD,451,GOLD,1,41-50,6-8 years,Very High,Low,4017.15,334.76,Very High,28120.05,Platinum,4017.15,1,Inactive,No Credit Card,1 product(s)
2383,15693259,Wallace,676,France,Male,30,1,128207.23,1,1,1,55400.17,0,0,2,GOLD,523,GOLD,0,18-30,0-2 years,Very High,Medium,3222.65,268.55,High,3222.65,Bronze,0.0,0,Active,Has Credit Card,1 product(s)
2384,15642468,Clark,697,France,Male,42,9,132739.26,2,0,0,174667.65,0,0,1,PLATINUM,222,PLATINUM,0,41-50,9-10 years,Very High,Very High,3879.12,323.26,Very High,34912.08,Platinum,0.0,1,Inactive,No Credit Card,2 product(s)
2385,15758531,Y?,732,France,Female,40,10,0.0,2,1,0,154189.08,0,0,5,DIAMOND,938,DIAMOND,0,31-40,9-10 years,Low,Very High,1479.95,123.33,Medium,14799.5,Gold,0.0,0,Inactive,Has Credit Card,2 product(s)
2386,15728352,Yermakov,623,France,Male,27,4,120509.81,1,0,0,142170.44,0,0,2,GOLD,408,GOLD,0,18-30,3-5 years,High,High,3445.05,287.09,High,13780.2,Gold,0.0,1,Inactive,No Credit Card,1 product(s)
2387,15637240,Wei,541,France,Male,46,4,124547.13,2,1,0,94499.06,0,0,5,GOLD,690,GOLD,0,41-50,3-5 years,High,Medium,3548.44,295.7,High,14193.76,Gold,0.0,0,Inactive,Has Credit Card,2 product(s)
2388,15595588,Chukwunonso,773,Spain,Female,39,4,0.0,2,0,1,182081.45,0,0,2,GOLD,545,GOLD,0,31-40,3-5 years,Low,Very High,1422.91,118.58,Medium,5691.64,Silver,0.0,0,Active,No Credit Card,2 product(s)
2389,15778395,McIntyre,762,Germany,Male,34,4,88815.56,2,1,0,68562.26,1,1,2,SILVER,448,SILVER,1,31-40,3-5 years,Medium,Medium,2583.12,215.26,Medium,10332.48,Gold,2583.12,1,Inactive,Has Credit Card,2 product(s)
2390,15711825,Ts'ai,655,Spain,Female,35,1,82231.51,2,1,0,88798.02,0,0,1,SILVER,227,SILVER,0,31-40,0-2 years,Medium,Medium,2442.12,203.51,Medium,2442.12,Bronze,0.0,1,Inactive,Has Credit Card,2 product(s)
2391,15599251,Chung,602,Germany,Male,32,7,184715.86,2,1,0,113781.99,0,0,5,GOLD,879,GOLD,0,31-40,6-8 years,Very High,High,4942.73,411.89,Very High,34599.11,Platinum,0.0,0,Inactive,Has Credit Card,2 product(s)
2392,15570004,Tsou,850,France,Male,31,3,0.0,2,1,0,121866.87,0,0,1,SILVER,777,SILVER,0,31-40,3-5 years,Low,High,1237.83,103.15,Medium,3713.49,Bronze,0.0,1,Inactive,Has Credit Card,2 product(s)
2393,15656912,Aitken,649,Spain,Male,51,4,0.0,1,1,1,150390.57,0,0,3,PLATINUM,782,PLATINUM,0,51-60,3-5 years,Low,Very High,1262.95,105.25,Medium,5051.8,Silver,0.0,0,Active,Has Credit Card,1 product(s)
2394,15657342,Dawson,850,Germany,Male,28,4,147972.19,1,1,0,60708.72,1,1,2,SILVER,823,SILVER,1,18-30,3-5 years,Very High,Medium,3794.49,316.21,Very High,15177.96,Gold,3794.49,1,Inactive,Has Credit Card,1 product(s)
2395,15716284,Ward,543,France,Male,43,9,0.0,2,1,1,78858.07,0,0,5,SILVER,380,SILVER,0,41-50,9-10 years,Low,Medium,824.29,68.69,Low,7418.61,Silver,0.0,0,Active,Has Credit Card,2 product(s)
2396,15672374,Pai,672,France,Male,52,8,170008.84,1,0,0,56407.42,1,1,4,SILVER,555,SILVER,1,51-60,6-8 years,Very High,Medium,4079.71,339.98,Very High,32637.68,Platinum,4079.71,1,Inactive,No Credit Card,1 product(s)
2397,15732476,Ifeanyichukwu,600,France,Female,27,3,0.0,2,0,1,125698.97,0,0,3,PLATINUM,339,PLATINUM,0,18-30,3-5 years,Low,High,1037.99,86.5,Low,3113.97,Bronze,0.0,0,Active,No Credit Card,2 product(s)
2398,15747724,Briggs,671,Spain,Female,34,10,0.0,1,1,0,23235.38,0,0,5,SILVER,991,SILVER,0,31-40,9-10 years,Low,Low,731.68,60.97,Low,7316.8,Silver,0.0,0,Inactive,Has Credit Card,1 product(s)
2399,15633877,Morrison,706,Spain,Female,42,8,95386.82,1,1,1,75732.25,0,0,5,SILVER,734,SILVER,0,41-50,6-8 years,Medium,Medium,2773.4,231.12,Medium,22187.2,Platinum,0.0,0,Active,Has Credit Card,1 product(s)
2400,15672516,Wall,541,Germany,Male,51,7,90373.28,2,1,0,179861.79,0,0,4,PLATINUM,935,PLATINUM,0,51-60,6-8 years,Medium,Very High,3414.27,284.52,High,23899.89,Platinum,0.0,0,Inactive,Has Credit Card,2 product(s)
2401,15607827,Nebechukwu,711,Germany,Male,34,4,133467.77,2,1,1,42976.64,0,0,5,DIAMOND,267,DIAMOND,0,31-40,3-5 years,Very High,Low,3257.74,271.48,High,13030.96,Gold,0.0,0,Active,Has Credit Card,2 product(s)
2402,15751336,Yao,630,Spain,Male,30,3,0.0,2,0,1,10486.69,0,0,5,PLATINUM,274,PLATINUM,0,18-30,3-5 years,Low,Low,429.43,35.79,Low,1288.29,Bronze,0.0,0,Active,No Credit Card,2 product(s)
2403,15646539,Liao,531,France,Male,31,3,96288.26,1,1,0,56794.73,0,0,4,DIAMOND,247,DIAMOND,0,31-40,3-5 years,Medium,Medium,2453.24,204.44,Medium,7359.72,Silver,0.0,0,Inactive,Has Credit Card,1 product(s)
2404,15756901,Ch'ang,641,France,Female,26,4,91547.84,2,0,1,28157.34,0,0,2,PLATINUM,712,PLATINUM,0,18-30,3-5 years,Medium,Low,2567.74,213.98,Medium,10270.96,Gold,0.0,0,Active,No Credit Card,2 product(s)
2405,15809286,Burke,631,Germany,Male,37,8,138292.64,2,0,0,152422.91,1,1,3,DIAMOND,647,DIAMOND,1,31-40,6-8 years,Very High,Very High,4091.47,340.96,Very High,32731.76,Platinum,4091.47,1,Inactive,No Credit Card,2 product(s)
2406,15759021,Kay,685,France,Male,35,9,0.0,1,1,0,167033.83,0,0,5,PLATINUM,980,PLATINUM,0,31-40,9-10 years,Low,Very High,1445.17,120.43,Medium,13006.53,Gold,0.0,0,Inactive,Has Credit Card,1 product(s)
2407,15725039,McIntyre,702,Spain,Male,32,8,71667.74,1,1,1,126082.18,0,0,2,GOLD,225,GOLD,0,31-40,6-8 years,Medium,High,2296.27,191.36,Medium,18370.16,Gold,0.0,0,Active,Has Credit Card,1 product(s)
2408,15579130,Chidiegwu,708,Germany,Female,43,0,118994.84,1,1,0,181499.77,1,1,1,PLATINUM,904,PLATINUM,1,41-50,0-2 years,High,Very High,3859.4,321.62,Very High,3859.4,Bronze,3859.4,1,Inactive,Has Credit Card,1 product(s)
2409,15754112,Musgrove,653,Spain,Male,55,7,0.0,2,1,1,41967.03,0,0,2,SILVER,581,SILVER,0,51-60,6-8 years,Low,Low,740.34,61.7,Low,5182.38,Silver,0.0,0,Active,Has Credit Card,2 product(s)
2410,15735522,Boulger,654,Germany,Male,37,2,145610.07,2,0,0,186300.59,0,0,5,SILVER,458,SILVER,0,31-40,0-2 years,Very High,Very High,4312.7,359.39,Very High,8625.4,Silver,0.0,0,Inactive,No Credit Card,2 product(s)
2411,15613326,Gow,596,France,Female,33,1,138162.81,1,1,0,85412.54,0,0,2,DIAMOND,776,DIAMOND,0,31-40,0-2 years,Very High,Medium,3698.32,308.19,Very High,3698.32,Bronze,0.0,1,Inactive,Has Credit Card,1 product(s)
2412,15739502,Amaechi,549,Germany,Female,31,9,135020.21,2,1,1,23343.18,0,0,2,DIAMOND,803,DIAMOND,0,31-40,9-10 years,Very High,Low,3458.62,288.22,High,31127.58,Platinum,0.0,0,Active,Has Credit Card,2 product(s)
2413,15670914,Robe,754,France,Male,38,2,0.0,2,1,0,180698.32,0,0,3,GOLD,357,GOLD,0,31-40,0-2 years,Low,Very High,1321.99,110.17,Medium,2643.98,Bronze,0.0,0,Inactive,Has Credit Card,2 product(s)
2414,15604073,Bibi,815,Germany,Female,25,8,135161.67,1,1,1,136071.05,0,0,3,DIAMOND,784,DIAMOND,0,18-30,6-8 years,Very High,High,3895.59,324.63,Very High,31164.72,Platinum,0.0,0,Active,Has Credit Card,1 product(s)
2415,15806027,Niu,556,France,Female,52,9,0.0,1,1,0,175149.2,1,1,1,DIAMOND,570,DIAMOND,1,51-60,9-10 years,Low,Very High,1280.75,106.73,Medium,11526.75,Gold,1280.75,1,Inactive,Has Credit Card,1 product(s)
2416,15574886,Palerma,706,France,Male,32,6,94486.47,1,1,1,146949.74,0,0,5,DIAMOND,904,DIAMOND,0,31-40,6-8 years,Medium,High,3196.48,266.37,High,19178.88,Gold,0.0,0,Active,Has Credit Card,1 product(s)
2417,15707120,Cocci,850,France,Male,46,9,117640.39,1,1,0,88920.68,0,0,2,PLATINUM,935,PLATINUM,0,41-50,9-10 years,High,Medium,3384.91,282.08,High,30464.19,Platinum,0.0,1,Inactive,Has Credit Card,1 product(s)
2418,15800845,Artemieva,732,Spain,Female,33,8,111379.55,1,1,1,45098.62,0,0,5,PLATINUM,473,PLATINUM,0,31-40,6-8 years,High,Low,2809.58,234.13,Medium,22476.64,Platinum,0.0,0,Active,Has Credit Card,1 product(s)
2419,15603914,Arcuri,614,France,Male,40,6,0.0,1,1,1,20339.79,1,1,4,PLATINUM,438,PLATINUM,1,31-40,6-8 years,Low,Low,440.7,36.72,Low,2644.2,Bronze,440.7,1,Active,Has Credit Card,1 product(s)
2420,15722765,Owen,580,Spain,Female,57,0,136820.99,1,0,1,108528.74,0,0,5,GOLD,419,GOLD,0,51-60,0-2 years,Very High,High,3608.56,300.71,Very High,3608.56,Bronze,0.0,0,Active,No Credit Card,1 product(s)
2421,15783305,Franklin,593,France,Female,46,7,98752.51,1,1,0,145560.38,0,0,3,SILVER,442,SILVER,0,41-50,6-8 years,High,High,3043.85,253.65,High,21306.95,Platinum,0.0,0,Inactive,Has Credit Card,1 product(s)
2422,15574842,Lorenzo,653,Germany,Female,25,2,158266.42,3,1,1,199357.24,0,0,4,GOLD,630,GOLD,0,18-30,0-2 years,Very High,Very High,4837.11,403.09,Very High,9674.22,Gold,0.0,0,Active,Has Credit Card,3+ products
2423,15607837,Muriel,746,France,Female,29,4,105599.67,1,1,1,43106.17,0,0,3,DIAMOND,425,DIAMOND,0,18-30,3-5 years,High,Low,2660.02,221.67,Medium,10640.08,Gold,0.0,0,Active,Has Credit Card,1 product(s)
2424,15714877,MacDevitt,662,France,Female,29,10,0.0,2,1,0,137508.31,0,0,1,SILVER,934,SILVER,0,18-30,9-10 years,Low,High,1394.54,116.21,Medium,13945.4,Gold,0.0,1,Inactive,Has Credit Card,2 product(s)
2425,15782941,Chijindum,573,France,Male,31,2,0.0,2,1,1,91957.39,0,0,3,PLATINUM,629,PLATINUM,0,31-40,0-2 years,Low,Medium,1014.29,84.52,Low,2028.58,Bronze,0.0,0,Active,Has Credit Card,2 product(s)
2426,15630167,Gibson,684,Spain,Female,39,4,139723.9,1,1,1,120612.11,0,0,2,SILVER,254,SILVER,0,31-40,3-5 years,Very High,High,3644.54,303.71,Very High,14578.16,Gold,0.0,0,Active,Has Credit Card,1 product(s)
2427,15759038,Whitehead,793,France,Female,41,3,141806.46,1,1,0,102921.17,0,0,3,GOLD,447,GOLD,0,41-50,3-5 years,Very High,High,3694.24,307.85,Very High,11082.72,Gold,0.0,0,Inactive,Has Credit Card,1 product(s)
2428,15661821,Johnstone,798,Germany,Female,49,5,132571.67,1,1,1,31686.33,1,1,2,DIAMOND,863,DIAMOND,1,41-50,3-5 years,Very High,Low,3361.37,280.11,High,16806.85,Gold,3361.37,1,Active,Has Credit Card,1 product(s)
2429,15728006,Endrizzi,524,France,Male,40,2,180516.9,1,1,0,180002.42,0,0,4,GOLD,626,GOLD,0,31-40,0-2 years,Very High,Very High,4943.35,411.95,Very High,9886.7,Gold,0.0,0,Inactive,Has Credit Card,1 product(s)
2430,15712176,Burke,816,France,Male,31,8,0.0,2,1,1,28407.4,0,0,4,SILVER,834,SILVER,0,31-40,6-8 years,Low,Low,799.04,66.59,Low,6392.32,Silver,0.0,0,Active,Has Credit Card,2 product(s)
2431,15689351,Johnson,742,Germany,Female,41,4,92805.72,1,0,1,73743.95,1,1,1,DIAMOND,334,DIAMOND,1,41-50,3-5 years,Medium,Medium,2511.83,209.32,Medium,10047.32,Gold,2511.83,1,Active,No Credit Card,1 product(s)
2432,15782247,Yeh,540,France,Male,22,4,0.0,3,1,1,186233.26,1,1,3,PLATINUM,530,PLATINUM,1,18-30,3-5 years,Low,Very High,1556.17,129.68,Medium,6224.68,Silver,1556.17,1,Active,Has Credit Card,3+ products
2433,15769064,Marshall,537,Germany,Male,39,3,135309.36,1,1,0,31728.86,1,1,2,PLATINUM,746,PLATINUM,1,31-40,3-5 years,Very High,Low,3357.83,279.82,High,10073.49,Gold,3357.83,1,Inactive,Has Credit Card,1 product(s)
2434,15718153,Kao,759,Spain,Female,74,6,128917.84,1,1,1,48244.64,0,0,1,DIAMOND,793,DIAMOND,0,61+,6-8 years,Very High,Low,3336.08,278.01,High,20016.48,Platinum,0.0,0,Active,Has Credit Card,1 product(s)
2435,15613189,Browne,774,France,Female,52,2,56580.93,1,1,0,113266.28,1,1,5,PLATINUM,946,PLATINUM,1,51-60,0-2 years,Medium,High,2290.95,190.91,Medium,4581.9,Silver,2290.95,1,Inactive,Has Credit Card,1 product(s)
2436,15661734,Taylor,608,Germany,Male,42,8,131390.75,2,1,0,71178.09,0,0,1,SILVER,246,SILVER,0,41-50,6-8 years,Very High,Medium,3346.71,278.89,High,26773.68,Platinum,0.0,1,Inactive,Has Credit Card,2 product(s)
2437,15592645,Gibbons,704,Spain,Male,37,4,0.0,2,0,0,25684.93,0,0,5,SILVER,439,SILVER,0,31-40,3-5 years,Low,Low,587.92,48.99,Low,2351.68,Bronze,0.0,0,Inactive,No Credit Card,2 product(s)
2438,15768387,Nott,581,France,Male,41,8,0.0,2,0,0,29737.14,0,0,3,GOLD,927,GOLD,0,41-50,6-8 years,Low,Low,852.19,71.02,Low,6817.52,Silver,0.0,0,Inactive,No Credit Card,2 product(s)
2439,15792525,Lei,628,Germany,Female,61,1,97361.66,1,1,1,149922.38,1,1,5,GOLD,657,GOLD,1,61+,0-2 years,High,Very High,3145.35,262.11,High,3145.35,Bronze,3145.35,1,Active,Has Credit Card,1 product(s)
2440,15586976,Alexeeva,566,France,Female,42,6,0.0,1,1,0,180702.12,1,1,3,GOLD,420,GOLD,1,41-50,6-8 years,Low,Very High,1233.51,102.79,Medium,7401.06,Silver,1233.51,1,Inactive,Has Credit Card,1 product(s)
2441,15790659,Sheets,701,Spain,Male,59,7,0.0,2,0,1,27597.59,0,0,4,SILVER,387,SILVER,0,51-60,6-8 years,Low,Low,571.49,47.62,Low,4000.43,Bronze,0.0,0,Active,No Credit Card,2 product(s)
2442,15691446,Tokaryev,735,Spain,Male,29,10,0.0,2,1,1,95025.27,0,0,2,DIAMOND,439,DIAMOND,0,18-30,9-10 years,Low,Medium,934.63,77.89,Low,9346.3,Gold,0.0,0,Active,Has Credit Card,2 product(s)
2443,15772632,Ts'ui,680,France,Female,34,1,0.0,2,1,0,167035.07,0,0,3,DIAMOND,579,DIAMOND,0,31-40,0-2 years,Low,Very High,1364.68,113.72,Medium,1364.68,Bronze,0.0,0,Inactive,Has Credit Card,2 product(s)
2444,15706587,Johnston,560,France,Male,57,0,0.0,2,0,1,116781.71,0,0,1,DIAMOND,615,DIAMOND,0,51-60,0-2 years,Low,High,1131.41,94.28,Low,1131.41,Bronze,0.0,0,Active,No Credit Card,2 product(s)
2445,15572461,Kung,663,Germany,Female,29,4,102714.65,2,0,0,21170.81,0,0,4,PLATINUM,368,PLATINUM,0,18-30,3-5 years,High,Low,2584.15,215.35,Medium,10336.6,Gold,0.0,0,Inactive,No Credit Card,2 product(s)
2446,15654409,Unwin,665,France,Female,34,5,67816.72,1,1,1,29641.58,0,0,5,SILVER,310,SILVER,0,31-40,3-5 years,Medium,Low,1779.54,148.29,Medium,8897.7,Silver,0.0,0,Active,Has Credit Card,1 product(s)
2447,15568025,Hsueh,758,France,Male,51,8,81710.46,1,1,1,116520.07,0,0,4,PLATINUM,688,PLATINUM,0,51-60,6-8 years,Medium,High,2680.81,223.4,Medium,21446.48,Platinum,0.0,0,Active,Has Credit Card,1 product(s)
2448,15715769,Hao,621,France,Male,26,2,75237.54,1,0,1,44220.4,0,0,4,SILVER,459,SILVER,0,18-30,0-2 years,Medium,Low,2075.35,172.95,Medium,4150.7,Bronze,0.0,0,Active,No Credit Card,1 product(s)
2449,15667458,L?,764,Germany,Male,28,10,124023.18,1,1,0,166188.28,0,0,1,SILVER,508,SILVER,0,18-30,9-10 years,High,Very High,3685.4,307.12,Very High,36854.0,Platinum,0.0,1,Inactive,Has Credit Card,1 product(s)
2450,15567980,Frater,537,Germany,Female,46,5,100727.5,1,0,1,140857.76,1,1,3,DIAMOND,649,DIAMOND,1,41-50,3-5 years,High,High,3163.34,263.61,High,15816.7,Gold,3163.34,1,Active,No Credit Card,1 product(s)
2451,15679294,Brennan,589,France,Female,46,10,107238.85,2,1,0,37024.28,0,0,5,GOLD,276,GOLD,0,41-50,9-10 years,High,Low,2707.9,225.66,Medium,27079.0,Platinum,0.0,0,Inactive,Has Credit Card,2 product(s)
2452,15606507,Pisani,555,France,Male,24,5,0.0,2,1,0,27513.47,0,0,3,PLATINUM,747,PLATINUM,0,18-30,3-5 years,Low,Low,751.07,62.59,Low,3755.35,Bronze,0.0,0,Inactive,Has Credit Card,2 product(s)
2453,15578825,Golubev,734,France,Female,29,0,139994.66,1,1,0,17744.72,0,0,2,GOLD,965,GOLD,0,18-30,0-2 years,Very High,Low,3491.12,290.93,High,3491.12,Bronze,0.0,1,Inactive,Has Credit Card,1 product(s)
2454,15619935,Vanmeter,783,Spain,Female,59,9,126224.87,1,1,1,4423.63,0,0,2,DIAMOND,841,DIAMOND,0,51-60,9-10 years,High,Low,3087.12,257.26,High,27784.08,Platinum,0.0,0,Active,Has Credit Card,1 product(s)
2455,15636089,Hs?,678,Germany,Female,51,1,145751.03,1,0,0,109718.44,1,1,4,DIAMOND,957,DIAMOND,1,51-60,0-2 years,Very High,High,4062.11,338.51,Very High,4062.11,Bronze,4062.11,1,Inactive,No Credit Card,1 product(s)
2456,15727490,Scott,661,France,Male,47,5,0.0,1,0,1,107243.31,1,1,4,DIAMOND,308,DIAMOND,1,41-50,3-5 years,Low,High,810.22,67.52,Low,4051.1,Bronze,810.22,1,Active,No Credit Card,1 product(s)
2457,15591766,Crawford,607,Spain,Female,25,4,121166.89,1,0,1,115288.24,0,0,1,DIAMOND,551,DIAMOND,0,18-30,3-5 years,High,High,3395.28,282.94,High,13581.12,Gold,0.0,0,Active,No Credit Card,1 product(s)
2458,15641629,P'eng,537,Spain,Female,38,1,0.0,2,0,1,41233.97,0,0,5,PLATINUM,818,PLATINUM,0,31-40,0-2 years,Low,Low,855.17,71.26,Low,855.17,Bronze,0.0,0,Active,No Credit Card,2 product(s)
2459,15813303,Rearick,513,Spain,Male,88,10,0.0,2,1,1,52952.24,0,0,1,PLATINUM,627,PLATINUM,0,61+,9-10 years,Low,Medium,818.26,68.19,Low,8182.6,Silver,0.0,0,Active,Has Credit Card,2 product(s)
2460,15756920,Genovesi,576,France,Male,63,9,70655.48,1,0,0,78955.8,1,1,2,GOLD,615,GOLD,1,61+,9-10 years,Medium,Medium,2235.39,186.28,Medium,20118.51,Platinum,2235.39,1,Inactive,No Credit Card,1 product(s)
2461,15726403,Glenny,660,Germany,Male,41,1,129901.21,1,1,0,26025.6,1,1,2,PLATINUM,694,PLATINUM,1,41-50,0-2 years,Very High,Low,3195.15,266.26,High,3195.15,Bronze,3195.15,1,Inactive,Has Credit Card,1 product(s)
2462,15592765,Marks,637,France,Male,40,8,125470.81,1,1,1,174536.17,0,0,4,PLATINUM,658,PLATINUM,0,31-40,6-8 years,High,Very High,3831.1,319.26,Very High,30648.8,Platinum,0.0,0,Active,Has Credit Card,1 product(s)
2463,15704442,Fleming,672,France,Female,53,9,169406.33,4,1,1,147311.47,1,1,4,DIAMOND,232,DIAMOND,1,51-60,9-10 years,Very High,High,4720.68,393.39,Very High,42486.12,Platinum,4720.68,1,Active,Has Credit Card,3+ products
2464,15641136,Davison,629,France,Male,32,2,0.0,2,0,1,77965.44,0,0,2,SILVER,627,SILVER,0,31-40,0-2 years,Low,Medium,943.33,78.61,Low,1886.66,Bronze,0.0,0,Active,No Credit Card,2 product(s)
2465,15725818,Chibuzo,583,Germany,Male,40,4,107041.3,1,1,1,5635.63,0,0,1,GOLD,304,GOLD,0,31-40,3-5 years,High,Low,2441.0,203.42,Medium,9764.0,Gold,0.0,0,Active,Has Credit Card,1 product(s)
2466,15612071,Wilson,763,Spain,Female,32,10,95153.77,1,0,1,81310.1,0,0,2,GOLD,816,GOLD,0,31-40,9-10 years,Medium,Medium,2837.63,236.47,High,28376.3,Platinum,0.0,0,Active,No Credit Card,1 product(s)
2467,15719809,Endrizzi,516,Germany,Male,32,3,145166.09,2,0,0,111421.45,0,0,2,DIAMOND,528,DIAMOND,0,31-40,3-5 years,Very High,High,3964.43,330.37,Very High,11893.29,Gold,0.0,1,Inactive,No Credit Card,2 product(s)
2468,15716518,Yuryeva,617,France,Female,27,4,0.0,2,0,0,190269.21,0,0,3,PLATINUM,342,PLATINUM,0,18-30,3-5 years,Low,Very High,1362.35,113.53,Medium,5449.4,Silver,0.0,0,Inactive,No Credit Card,2 product(s)
2469,15742210,Ugochukwu,700,France,Male,38,9,65962.63,1,1,1,100950.48,0,0,2,PLATINUM,419,PLATINUM,0,31-40,9-10 years,Medium,High,2153.5,179.46,Medium,19381.5,Gold,0.0,0,Active,Has Credit Card,1 product(s)
2470,15630617,Lo Duca,727,Germany,Male,36,6,140418.81,1,1,1,113033.73,1,1,3,PLATINUM,357,PLATINUM,1,31-40,6-8 years,Very High,High,3672.04,306.0,Very High,22032.24,Platinum,3672.04,1,Active,Has Credit Card,1 product(s)
2471,15720838,Gallo,689,Spain,Female,31,3,139799.63,1,0,1,120663.57,0,0,5,GOLD,964,GOLD,0,31-40,3-5 years,Very High,High,4001.31,333.44,Very High,12003.93,Gold,0.0,0,Active,No Credit Card,1 product(s)
2472,15595537,Trout,626,Germany,Male,49,9,171787.84,2,1,0,187192.23,0,0,5,SILVER,398,SILVER,0,41-50,9-10 years,Very High,Very High,4810.72,400.89,Very High,43296.48,Platinum,0.0,0,Inactive,Has Credit Card,2 product(s)
2473,15623196,Morley,686,France,Male,38,6,149238.97,1,1,1,97825.23,0,0,1,SILVER,816,SILVER,0,31-40,6-8 years,Very High,Medium,4001.91,333.49,Very High,24011.46,Platinum,0.0,0,Active,Has Credit Card,1 product(s)
2474,15679249,Chou,351,Germany,Female,57,4,163146.46,1,1,0,169621.69,1,1,4,SILVER,453,SILVER,1,51-60,3-5 years,Very High,Very High,4457.54,371.46,Very High,17830.16,Gold,4457.54,1,Inactive,Has Credit Card,1 product(s)
2475,15693199,Shao,739,France,Female,37,8,0.0,2,1,0,191557.1,1,1,2,GOLD,829,GOLD,1,31-40,6-8 years,Low,Very High,1612.29,134.36,Medium,12898.32,Gold,1612.29,1,Inactive,Has Credit Card,2 product(s)
2476,15661219,Trentino,627,France,Male,32,10,0.0,2,1,0,103287.62,0,0,4,DIAMOND,534,DIAMOND,0,31-40,9-10 years,Low,High,1023.44,85.29,Low,10234.4,Gold,0.0,0,Inactive,Has Credit Card,2 product(s)
2477,15617136,Mazzanti,451,Germany,Female,38,9,61482.47,1,1,1,167538.66,0,0,1,GOLD,628,GOLD,0,31-40,9-10 years,Medium,Very High,2501.34,208.45,Medium,22512.06,Platinum,0.0,0,Active,Has Credit Card,1 product(s)
